GVKEY,CIQID,,Company Name
17150,IQ108443,,Webster Financial Corporation (NYSE:WBS)
61732,IQ108424,,"MSC Industrial Direct Co., Inc. (NYSE:MSM)"
177930,IQ108253,,"athenahealth, Inc."
163610,IQ1081952,,"Intercontinental Exchange, Inc. (NYSE:ICE)"
7750,IQ107911,,Tenet Healthcare Corporation (NYSE:THC)
11456,IQ107633,,Weyerhaeuser Company (NYSE:WY)
10787,IQ107534,,Tyco International plc
25340,IQ107405,,"D.R. Horton, Inc. (NYSE:DHI)"
149477,IQ1073232,,"QF Liquidation, Inc."
160541,IQ10731642,,"Hercules Capital, Inc. (NYSE:HTGC)"
178493,IQ107001,,"Constant Contact, Inc."
183352,IQ106987,,Ancestry.com LLC
178767,IQ10690803,,"Inteliquent, Inc."
170730,IQ106718277,,"Organovo Holdings, Inc. (NasdaqCM:ONVO)"
186278,IQ106582399,,Air Lease Corporation (NYSE:AL)
112572,IQ10654977,,"Farmers & Merchants Bancorp, Inc. (NasdaqCM:FMAO)"
150221,IQ1065415,,Galectin Therapeutics Inc. (NasdaqCM:GALT)
185618,IQ106530929,,"Sabra Health Care REIT, Inc. (NasdaqGS:SBRA)"
147305,IQ106437,,JetBlue Airways Corporation (NasdaqGS:JBLU)
185334,IQ1064020,,Pinnacle Foods Inc.
4839,IQ106335,,Ford Motor Company (NYSE:F)
194956,IQ1059251,,"Worldpay, Inc."
185177,IQ105768270,,CoreSite Realty Corporation
186360,IQ105613224,,"Thermon Group Holdings, Inc. (NYSE:THR)"
8972,IQ105612,,Raytheon Company
108348,IQ1054902,,Pareteum Corporation
32571,IQ1054561,,Bandwidth Inc. (NasdaqGS:BAND)
31519,IQ1051325,,Yamana Gold Inc. (TSX:YRI)
163806,IQ10505922,,"Net Element, Inc."
248136,IQ1050268,,"Mizuho Financial Group, Inc. (TSE:8411)"
10903,IQ104673,,UnitedHealth Group Incorporated (NYSE:UNH)
170627,IQ104544553,,"Midstates Petroleum Company, Inc."
185315,IQ104422731,,"Tortoise Midstream Energy Fund, Inc. (NYSE:NTG)"
140568,IQ1040515,,"Chembio Diagnostics, Inc. (NasdaqCM:CEMI)"
166482,IQ10404838,,"Mueller Water Products, Inc. (NYSE:MWA)"
249158,IQ1038773,,Golar LNG Limited (NasdaqGS:GLNG)
4242,IQ1038355,,El Paso LLC
136265,IQ1038352,,PacWest Bancorp (NasdaqGS:PACW)
143356,IQ1038328,,"Prudential Financial, Inc. (NYSE:PRU)"
2111,IQ103678,,"Becton, Dickinson and Company (NYSE:BDX)"
11636,IQ103599,,Xerox Holdings Corporation (NasdaqGS:XRX)
184167,IQ1035501,,"First Interstate BancSystem, Inc. (NasdaqGS:FIBK)"
141720,IQ1035237,,"Energy Transfer Operating, L.P."
176928,IQ1032802,,"Broadridge Financial Solutions, Inc. (NYSE:BR)"
180652,IQ1027055,,"Verisk Analytics, Inc. (NasdaqGS:VRSK)"
295786,IQ102326862,,CNH Industrial N.V. (NYSE:CNHI)
161120,IQ10214722,,"Macquarie Infrastructure Holdings, LLC"
6213,IQ10198746,,"Epoch Investment Partners, Inc."
144535,IQ101677,,HDFC Bank Limited (NSEI:HDFCBANK)
11304,IQ100918,,Avista Corporation (NYSE:AVA)
16384,IQ1008249,,"Voya Financial, Inc. (NYSE:VOYA)"
165993,IQ10081196,,"Fidelity National Information Services, Inc. (NYSE:FIS)"
17812,IQ100787816,,"HD Supply Holdings, Inc."
185355,IQ100410633,,Horizon Therapeutics Public Limited Company (NasdaqGS:HZNP)
186858,IQ1004106,,Aramark (NYSE:ARMK)
19516,IQ10040674,,"Installed Building Products, Inc. (NYSE:IBP)"
185659,IQ100256926,,"Atossa Therapeutics, Inc. (NasdaqCM:ATOS)"
9899,IQ100231,,AT&T Inc. (NYSE:T)
180833,IQ1002291,,Mead Johnson Nutrition Company
35544,IQ100060854,,InMode Ltd. (NasdaqGS:INMD)
184576,IQ100058833,,"Envestnet, Inc. (NYSE:ENV)"
179690,IQ10004874,,SolarWinds Corporation (NYSE:SWI)
2627,(Invalid Identifier),,(Invalid Identifier)
3078,(Invalid Identifier),,(Invalid Identifier)
8617,(Invalid Identifier),,(Invalid Identifier)
10970,(Invalid Identifier),,(Invalid Identifier)
11814,(Invalid Identifier),,(Invalid Identifier)
11831,(Invalid Identifier),,(Invalid Identifier)
127574,(Invalid Identifier),,(Invalid Identifier)
