transaction_date,owner,ticker,type,senator,amount
2018-05-17,Self,DWDP,Purchase,Shelley M Capito,1001
2018-05-02,Self,BOX,Sale (Partial),Patrick J Toomey,1001
2018-05-02,Self,BOX,Purchase,Patrick J Toomey,1001
2018-05-07,Joint,C,Purchase,Sheldon Whitehouse,1001
2018-05-07,Joint,AMZN,Purchase,Sheldon Whitehouse,15001
2018-05-07,Joint,CB,Purchase,Sheldon Whitehouse,1001
2018-05-07,Joint,HD,Purchase,Sheldon Whitehouse,1001
2018-05-07,Joint,MCD,Purchase,Sheldon Whitehouse,1001
2018-05-24,Joint,F,Purchase,Sheldon Whitehouse,1001
2018-05-24,Joint,ETN,Purchase,Sheldon Whitehouse,1001
2018-05-24,Joint,BUD,Purchase,Sheldon Whitehouse,1001
2018-05-24,Joint,ADI,Purchase,Sheldon Whitehouse,1001
2018-05-24,Joint,IBM,Purchase,Sheldon Whitehouse,1001
2018-05-07,Self,TSLA,Purchase,Sheldon Whitehouse,1001
2018-05-07,Self,MGA,Sale (Full),Sheldon Whitehouse,15001
2018-05-23,Self,T,Sale (Partial),John Hoeven,50001
2018-05-23,Self,GIS,Sale (Partial),John Hoeven,50001
2018-05-31,Joint,DISCA,Purchase,"David A Perdue , Jr",1001
2018-05-29,Joint,BAC,Sale (Partial),"David A Perdue , Jr",1001
2018-05-29,Joint,UHAL,Purchase,"David A Perdue , Jr",1001
2018-05-25,Joint,CRMT,Sale (Partial),"David A Perdue , Jr",1001
2018-05-24,Joint,DIS,Purchase,"David A Perdue , Jr",1001
2018-05-23,Joint,CRMT,Sale (Partial),"David A Perdue , Jr",1001
2018-05-23,Joint,WPX,Sale (Partial),"David A Perdue , Jr",1001
2018-05-22,Joint,CRMT,Sale (Partial),"David A Perdue , Jr",1001
2018-05-22,Joint,CRMT,Sale (Partial),"David A Perdue , Jr",1001
2018-05-22,Joint,WPX,Sale (Partial),"David A Perdue , Jr",1001
2018-05-22,Joint,PEP,Purchase,"David A Perdue , Jr",1001
2018-05-21,Joint,CRMT,Sale (Partial),"David A Perdue , Jr",1001
2018-05-17,Joint,WPX,Sale (Partial),"David A Perdue , Jr",1001
2018-05-17,Joint,DISCA,Purchase,"David A Perdue , Jr",1001
2018-05-16,Joint,PEP,Purchase,"David A Perdue , Jr",1001
2018-05-15,Joint,HBI,Purchase,"David A Perdue , Jr",1001
2018-05-10,Joint,WPX,Sale (Partial),"David A Perdue , Jr",1001
2018-05-10,Joint,GLW,Purchase,"David A Perdue , Jr",1001
2018-05-08,Joint,FOXA,Sale (Partial),"David A Perdue , Jr",1001
2018-05-08,Joint,HBI,Purchase,"David A Perdue , Jr",1001
2018-05-08,Joint,DISCA,Purchase,"David A Perdue , Jr",1001
2018-05-07,Joint,WPX,Sale (Partial),"David A Perdue , Jr",1001
2018-05-04,Joint,FOXA,Sale (Partial),"David A Perdue , Jr",1001
2018-05-04,Joint,TWX,Purchase,"David A Perdue , Jr",1001
2018-05-04,Joint,DISCA,Purchase,"David A Perdue , Jr",1001
2018-05-04,Joint,HBI,Purchase,"David A Perdue , Jr",1001
2018-05-02,Joint,FEYE,Sale (Partial),"David A Perdue , Jr",1001
2018-05-01,Joint,FEYE,Sale (Partial),"David A Perdue , Jr",1001
2018-05-01,Joint,FEYE,Sale (Partial),"David A Perdue , Jr",1001
2018-05-01,Joint,HBI,Purchase,"David A Perdue , Jr",1001
2018-05-15,Spouse,BAC,Purchase,Pat Roberts,1001
2018-04-23,Spouse,GILD,Sale (Partial),"Angus S King, Jr.",1001
2017-08-31,Child,FE,Sale (Partial),"Robert P Casey, Jr.",1001
2018-04-23,Spouse,VFC,Sale (Full),William Cassidy,1001
2018-04-23,Spouse,UPS,Purchase,William Cassidy,1001
2018-04-23,Spouse,SBUX,Purchase,William Cassidy,1001
2018-04-23,Spouse,PG,Purchase,William Cassidy,1001
2018-04-23,Spouse,MSFT,Sale (Partial),William Cassidy,1001
2018-04-23,Spouse,MDT,Sale (Partial),William Cassidy,1001
2018-04-23,Spouse,LOW,Sale (Partial),William Cassidy,1001
2018-04-23,Spouse,IBM,Purchase,William Cassidy,1001
2018-04-23,Spouse,GWW,Sale (Full),William Cassidy,1001
2018-04-25,Spouse,XOM,Purchase,William Cassidy,1001
2018-04-23,Spouse,EMR,Sale (Partial),William Cassidy,1001
2018-04-23,Spouse,CMCSA,Purchase,William Cassidy,1001
2018-04-23,Spouse,CSCO,Sale (Partial),William Cassidy,1001
2018-04-23,Spouse,CVS,Purchase,William Cassidy,1001
2018-04-23,Spouse,BLK,Sale (Partial),William Cassidy,1001
2018-04-23,Spouse,AFL,Purchase,William Cassidy,1001
2018-03-05,Spouse,WFC,Purchase,"A. Mitchell Mcconnell, Jr.",1001
2017-12-05,Spouse,WFC,Purchase,"A. Mitchell Mcconnell, Jr.",1001
2017-09-07,Spouse,WFC,Purchase,"A. Mitchell Mcconnell, Jr.",1001
2017-09-01,Self,DWDP,Exchange,Gary C Peters,15001
2017-09-01,Self,DWDP,Exchange,Gary C Peters,15001
2018-04-30,Self,REVB,Sale (Partial),Patrick J Toomey,1001
2018-04-23,Self,BOX,Purchase,Patrick J Toomey,1001
2017-02-27,Spouse,ENB,Exchange,Shelley M Capito,1001
2017-04-20,Spouse,PTEN,Exchange,Shelley M Capito,1001
2018-04-24,Spouse,WEC,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,WMT,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,VFC,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,UTX,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,USB,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,MMM,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,TGT,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,SYY,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,QCOM,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,PG,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,PX,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,PII,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,PSX,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,PEP,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,PAYX,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,NVS,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,NSC,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,NKE,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,NEE,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,JPM,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,MSFT,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,MDT,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,MCD,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,LOW,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,JNJ,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,IBM.MX,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,ITW,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,HRS,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,GIS,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,GD,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,FDS,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,XOM,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,ES,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,EMR,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,EV,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,CL,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,CLX,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,CSCO,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,CB,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,CVX,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,BLK,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,BDX,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,ADP,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,ADI,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,AMGN,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,APD,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,ACN,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,ABT,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,T,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,AFL,Purchase,Shelley M Capito,1001
2018-04-24,Spouse,VGK,Sale (Full),Shelley M Capito,15001
2018-04-24,Spouse,UBSI,Sale (Full),Shelley M Capito,15001
2018-04-24,Spouse,NSRGY,Sale (Full),Shelley M Capito,1001
2018-04-24,Spouse,MS,Sale (Full),Shelley M Capito,1001
2018-04-24,Spouse,LULU,Sale (Full),Shelley M Capito,1001
2018-04-24,Spouse,IYE,Sale (Full),Shelley M Capito,15001
2018-04-24,Spouse,KHC,Sale (Full),Shelley M Capito,1001
2018-04-24,Spouse,RHHBY,Sale (Full),Shelley M Capito,1001
2018-04-24,Spouse,CLB,Sale (Full),Shelley M Capito,1001
2018-04-24,Spouse,CHK,Sale (Full),Shelley M Capito,1001
2018-04-24,Spouse,CME,Sale (Full),Shelley M Capito,15001
2018-04-24,Spouse,BRK-B,Sale (Full),Shelley M Capito,15001
2018-04-24,Spouse,AL,Sale (Full),Shelley M Capito,1001
2018-04-05,Spouse,WEC,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,WMT,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,VFC,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,UTX,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,USB,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,MMM,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,SYY,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,PX,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,PII,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,PSX,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,PEP,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,PAYX,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,NSC,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,NEE,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,JPM,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,MSFT,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,MDT,Purchase,Shelley M Capito,1001
2018-04-06,Spouse,MCD,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,LOW,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,JNJ,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,ITW,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,HRS,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,GD,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,ES,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,EMR,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,CL,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,CLX,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,CSCO,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,CB,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,CVX,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,BLK,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,BDX,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,ADP,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,ADI,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,AMGN,Purchase,Shelley M Capito,1001
2018-04-04,Spouse,APD,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,ACN,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,ABT,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,T,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,AFL,Purchase,Shelley M Capito,1001
2018-04-05,Spouse,UBSI,Sale (Full),Shelley M Capito,15001
2018-04-04,Self,MDLZ,Purchase,Shelley M Capito,1001
2017-02-28,Spouse,ENB,Exchange,Susan M Collins,15001
2018-05-03,Self,V,Sale (Partial),James M Inhofe,15001
2018-05-03,Self,UNH,Sale (Partial),James M Inhofe,50001
2018-05-03,Self,CRM,Sale (Partial),James M Inhofe,1001
2018-05-03,Self,PEP,Sale (Partial),James M Inhofe,15001
2018-05-03,Self,MSFT,Sale (Partial),James M Inhofe,15001
2018-05-03,Self,LH,Sale (Partial),James M Inhofe,15001
2018-05-03,Self,XOM,Sale (Full),James M Inhofe,50001
2018-05-03,Self,DFS,Sale (Full),James M Inhofe,15001
2018-05-03,Self,DAL,Sale (Partial),James M Inhofe,1001
2018-05-03,Self,CLR,Sale (Partial),James M Inhofe,15001
2018-05-03,Self,COHR,Sale (Full),James M Inhofe,50001
2018-05-03,Self,C,Sale (Partial),James M Inhofe,1001
2018-05-03,Self,KMX,Sale (Partial),James M Inhofe,1001
2018-05-03,Self,BAM,Sale (Partial),James M Inhofe,15001
2018-05-03,Self,BLK,Sale (Partial),James M Inhofe,15001
2018-05-03,Self,GOOGL,Sale (Partial),James M Inhofe,15001
2018-05-01,Self,AAPL,Sale (Partial),James M Inhofe,50001
2018-04-26,Self,CHKP,Sale (Full),James M Inhofe,50001
2018-04-16,Self,BLK,Sale (Partial),James M Inhofe,15001
2018-04-26,Self,CVS,Purchase,Gary C Peters,1001
2018-04-03,Joint,V,Sale (Partial),Sheldon Whitehouse,15001
2018-04-03,Joint,CVS,Sale (Full),Sheldon Whitehouse,1001
2018-04-03,Joint,CMCSA,Sale (Full),Sheldon Whitehouse,1001
2018-04-03,Joint,JPM,Sale (Partial),Sheldon Whitehouse,1001
2018-04-03,Joint,WPC,Sale (Full),Sheldon Whitehouse,1001
2018-04-03,Joint,AAPL,Sale (Partial),Sheldon Whitehouse,1001
2018-04-18,Self,IBM,Purchase,John Hoeven,50001
2018-04-25,Spouse,NVDA,Purchase,Pat Roberts,1001
2018-04-11,Spouse,CVX,Sale (Full),Pat Roberts,1001
2018-04-25,Spouse,NFLX,Purchase,Pat Roberts,15001
2018-04-23,Spouse,NFLX,Purchase,Pat Roberts,15001
2018-04-11,Spouse,NFLX,Sale (Full),Pat Roberts,50001
2018-04-27,Joint,USG,Sale (Partial),"David A Perdue , Jr",1001
2018-04-26,Joint,USG,Sale (Partial),"David A Perdue , Jr",1001
2018-04-26,Joint,WPX,Sale (Partial),"David A Perdue , Jr",1001
2018-04-25,Joint,GLW,Purchase,"David A Perdue , Jr",1001
2018-04-24,Joint,C,Purchase,"David A Perdue , Jr",1001
2018-04-24,Joint,GIS,Purchase,"David A Perdue , Jr",1001
2018-04-24,Joint,MRK,Purchase,"David A Perdue , Jr",1001
2018-04-20,Joint,CLX,Purchase,"David A Perdue , Jr",1001
2018-04-20,Joint,PG,Purchase,"David A Perdue , Jr",15001
2018-04-20,Joint,PEP,Purchase,"David A Perdue , Jr",15001
2018-04-17,Joint,DUK,Sale (Full),"David A Perdue , Jr",15001
2018-04-13,Joint,USG,Sale (Partial),"David A Perdue , Jr",1001
2018-04-12,Joint,USG,Sale (Partial),"David A Perdue , Jr",1001
2018-04-09,Joint,USG,Sale (Partial),"David A Perdue , Jr",1001
2018-04-12,Spouse,CGNT,Sale (Partial),Tina Smith,15001
2018-04-12,Spouse,CGNT,Sale (Full),Tina Smith,100001
2018-04-10,Spouse,CGNT,Sale (Partial),Tina Smith,15001
2018-03-19,Spouse,FB,Sale (Partial),Sheldon Whitehouse,1001
2018-03-19,Joint,FB,Sale (Partial),Sheldon Whitehouse,15001
2018-03-19,Self,FB,Sale (Partial),Sheldon Whitehouse,15001
2018-03-22,Self,REVB,Sale (Full),Patrick J Toomey,1001
2018-03-29,Spouse,CGNT,Sale (Partial),Tina Smith,1001
2018-03-28,Spouse,FANUY,Sale (Full),Shelley M Capito,1001
2018-03-28,Spouse,WFC,Sale (Partial),Shelley M Capito,15001
2018-04-02,Joint,URBN,Sale (Full),"David A Perdue , Jr",1001
2018-04-02,Joint,URBN,Sale (Partial),"David A Perdue , Jr",1001
2018-04-02,Joint,CZR,Purchase,"David A Perdue , Jr",1001
2018-03-29,Joint,URBN,Sale (Partial),"David A Perdue , Jr",1001
2018-03-27,Joint,DVN,Purchase,"David A Perdue , Jr",1001
2018-03-20,Joint,URBN,Sale (Partial),"David A Perdue , Jr",1001
2018-03-20,Joint,ENTG,Sale (Partial),"David A Perdue , Jr",1001
2018-03-15,Joint,EQM,Purchase,"David A Perdue , Jr",15001
2018-03-13,Joint,WMB,Sale (Partial),"David A Perdue , Jr",15001
2018-03-06,Joint,URBN,Sale (Partial),"David A Perdue , Jr",1001
2018-03-27,Self,DWDP,Purchase,John Hoeven,50001
2018-03-27,Self,UPS,Purchase,John Hoeven,50001
2018-03-05,Self,DWDP,Purchase,John Hoeven,50001
2018-03-05,Self,WMT,Purchase,John Hoeven,50001
2018-03-05,Self,CAT,Purchase,John Hoeven,50001
2018-03-09,Joint,XLNX,Sale (Partial),John F Reed,1001
2018-03-09,Joint,VRTX,Sale (Partial),John F Reed,1001
2018-03-09,Joint,VWO,Sale (Partial),John F Reed,1001
2018-03-09,Joint,TMO,Sale (Partial),John F Reed,1001
2018-03-09,Joint,SYK,Sale (Partial),John F Reed,1001
2018-03-09,Joint,XBI,Sale (Partial),John F Reed,1001
2018-03-09,Joint,XSD,Sale (Partial),John F Reed,1001
2018-03-09,Joint,RYT,Sale (Partial),John F Reed,1001
2018-03-09,Joint,QCOM,Sale (Partial),John F Reed,1001
2018-03-09,Joint,ISRG,Sale (Partial),John F Reed,1001
2018-03-09,Joint,INTC,Sale (Partial),John F Reed,1001
2018-03-09,Joint,ITW,Sale (Partial),John F Reed,1001
2018-03-09,Joint,IYT,Sale (Partial),John F Reed,1001
2018-03-09,Joint,IQV,Sale (Partial),John F Reed,1001
2018-03-09,Joint,HON,Sale (Partial),John F Reed,1001
2018-03-09,Joint,FDX,Sale (Partial),John F Reed,1001
2018-03-09,Joint,DHR,Sale (Partial),John F Reed,1001
2018-03-09,Joint,COST,Sale (Partial),John F Reed,1001
2018-03-09,Joint,CSCO,Sale (Partial),John F Reed,1001
2018-03-09,Joint,CVS,Sale (Partial),John F Reed,1001
2018-03-09,Joint,AAPL,Sale (Partial),John F Reed,1001
2018-03-09,Joint,ADI,Sale (Partial),John F Reed,1001
2018-03-09,Joint,AMGN,Sale (Partial),John F Reed,1001
2018-02-28,Spouse,RHHBY,Sale (Full),Shelley M Capito,1001
2018-02-27,Spouse,STT,Purchase,Shelley M Capito,1001
2018-02-27,Spouse,MDLZ,Purchase,Shelley M Capito,1001
2018-02-27,Spouse,ICE,Purchase,Shelley M Capito,1001
2018-02-27,Spouse,OXY,Sale (Full),Shelley M Capito,1001
2018-02-27,Spouse,CERN,Sale (Full),Shelley M Capito,1001
2018-02-21,Self,BUD,Purchase,Shelley M Capito,1001
2018-02-15,Self,NTRP,Purchase,Patrick J Toomey,1001
2018-02-08,Self,REVB,Sale (Full),Patrick J Toomey,1001
2018-02-15,Joint,NVDA,Purchase,Sheldon Whitehouse,1001
2018-02-08,Self,C,Purchase,Sheldon Whitehouse,1001
2018-03-02,Joint,PODD,Sale (Partial),Tina Smith,100001
2018-02-28,Joint,UHAL,Purchase,"David A Perdue , Jr",1001
2018-02-28,Joint,CSCO,Sale (Partial),"David A Perdue , Jr",1001
2018-02-26,Joint,FOXA,Sale (Partial),"David A Perdue , Jr",1001
2018-02-26,Joint,DISCA,Sale (Partial),"David A Perdue , Jr",1001
2018-02-23,Joint,FOXA,Sale (Partial),"David A Perdue , Jr",1001
2018-02-23,Joint,DVN,Purchase,"David A Perdue , Jr",1001
2018-02-23,Joint,PFE,Sale (Partial),"David A Perdue , Jr",1001
2018-02-22,Joint,URBN,Sale (Partial),"David A Perdue , Jr",1001
2018-02-22,Joint,KN,Sale (Partial),"David A Perdue , Jr",1001
2018-02-21,Joint,DVN,Purchase,"David A Perdue , Jr",1001
2018-02-20,Joint,UPS,Purchase,"David A Perdue , Jr",1001
2018-02-16,Joint,KN,Sale (Partial),"David A Perdue , Jr",1001
2018-02-14,Joint,KN,Sale (Partial),"David A Perdue , Jr",1001
2018-02-13,Joint,XOM,Sale (Partial),"David A Perdue , Jr",15001
2018-02-13,Joint,UPS,Purchase,"David A Perdue , Jr",15001
2018-02-13,Joint,SU,Purchase,"David A Perdue , Jr",15001
2018-02-12,Joint,BAC,Sale (Partial),"David A Perdue , Jr",1001
2018-02-12,Joint,BAC,Sale (Partial),"David A Perdue , Jr",1001
2018-02-12,Joint,KN,Sale (Partial),"David A Perdue , Jr",1001
2018-02-12,Joint,KN,Sale (Partial),"David A Perdue , Jr",1001
2018-02-12,Joint,UPS,Purchase,"David A Perdue , Jr",15001
2018-02-09,Joint,SUN,Purchase,"David A Perdue , Jr",1001
2018-02-09,Joint,SUN,Purchase,"David A Perdue , Jr",1001
2018-02-09,Joint,XOM,Sale (Partial),"David A Perdue , Jr",15001
2018-02-09,Joint,URBN,Sale (Partial),"David A Perdue , Jr",1001
2018-02-09,Joint,UPS,Purchase,"David A Perdue , Jr",50001
2018-02-09,Joint,SU,Purchase,"David A Perdue , Jr",15001
2018-02-08,Joint,HBI,Purchase,"David A Perdue , Jr",1001
2018-02-08,Joint,RF,Purchase,"David A Perdue , Jr",1001
2018-02-06,Joint,SHLX,Purchase,"David A Perdue , Jr",1001
2018-02-06,Joint,SHLX,Purchase,"David A Perdue , Jr",1001
2018-02-06,Joint,AXTA,Purchase,"David A Perdue , Jr",1001
2018-02-06,Joint,DVN,Purchase,"David A Perdue , Jr",1001
2018-02-06,Joint,DVN,Purchase,"David A Perdue , Jr",1001
2018-02-06,Joint,FEYE,Purchase,"David A Perdue , Jr",1001
2018-02-06,Joint,GLW,Purchase,"David A Perdue , Jr",1001
2018-02-06,Joint,URBN,Sale (Partial),"David A Perdue , Jr",1001
2018-02-06,Joint,RF,Purchase,"David A Perdue , Jr",1001
2018-02-06,Joint,RF,Purchase,"David A Perdue , Jr",1001
2018-02-05,Joint,SHLX,Purchase,"David A Perdue , Jr",1001
2018-02-05,Joint,SUN,Purchase,"David A Perdue , Jr",1001
2018-02-05,Joint,GLW,Purchase,"David A Perdue , Jr",15001
2018-02-05,Joint,GLW,Purchase,"David A Perdue , Jr",1001
2018-02-05,Joint,URBN,Sale (Partial),"David A Perdue , Jr",1001
2018-02-05,Joint,URBN,Sale (Partial),"David A Perdue , Jr",1001
2018-02-02,Joint,CBS,Purchase,"David A Perdue , Jr",1001
2018-02-02,Joint,DVN,Purchase,"David A Perdue , Jr",1001
2018-02-20,Spouse,WMT,Purchase,Pat Roberts,1001
2018-02-20,Spouse,FB,Purchase,Pat Roberts,15001
2018-02-14,Spouse,WMT,Purchase,Pat Roberts,1001
2018-02-05,Spouse,FB,Sale (Full),Pat Roberts,15001
2018-02-05,Spouse,AMZN,Sale (Full),Pat Roberts,1001
2018-02-05,Spouse,FB,Purchase,Pat Roberts,15001
2018-02-05,Spouse,ETY,Purchase,Pat Roberts,1001
2018-02-05,Spouse,NFLX,Purchase,Pat Roberts,50001
2018-02-05,Spouse,BA,Purchase,Pat Roberts,50001
2018-02-05,Spouse,BAC,Purchase,Pat Roberts,1001
2018-02-05,Spouse,BAC,Sale (Full),Pat Roberts,15001
2018-02-05,Spouse,RTN,Sale (Full),Pat Roberts,15001
2018-02-05,Spouse,NFLX,Sale (Full),Pat Roberts,50001
2018-02-05,Spouse,BA,Sale (Full),Pat Roberts,15001
2018-02-05,Spouse,ETY,Purchase,Pat Roberts,15001
2018-02-05,Spouse,AAPL,Purchase,Pat Roberts,15001
2018-02-05,Spouse,AMZN,Purchase,Pat Roberts,15001
2018-02-05,Spouse,NVDA,Purchase,Pat Roberts,15001
2018-02-05,Spouse,NOC,Purchase,Pat Roberts,50001
2018-02-05,Spouse,LMT,Sale (Full),Pat Roberts,15001
2018-02-05,Spouse,AAPL,Sale (Full),Pat Roberts,50001
2018-02-05,Spouse,NVDA,Sale (Full),Pat Roberts,15001
2018-02-05,Spouse,NOC,Sale (Full),Pat Roberts,50001
2018-02-05,Spouse,COST,Sale (Full),Pat Roberts,15001
2018-02-05,Spouse,AMZN,Sale (Full),Pat Roberts,1001
2018-02-22,Self,XPO,Purchase,James M Inhofe,50001
2018-02-22,Self,GILD,Sale (Partial),James M Inhofe,50001
2018-02-22,Self,CELG,Purchase,James M Inhofe,50001
2018-02-22,Self,AGN,Sale (Full),James M Inhofe,50001
2018-02-09,Self,MSFT,Purchase,James M Inhofe,15001
2018-02-09,Self,KMX,Purchase,James M Inhofe,15001
2018-01-25,Self,KMX,Purchase,James M Inhofe,50001
2018-01-25,Self,BUD,Sale (Full),James M Inhofe,50001
2018-02-20,Self,WTW,Purchase,John Hoeven,100001
2018-02-20,Self,WMT,Purchase,John Hoeven,100001
2018-02-05,Self,WTW,Sale (Full),John Hoeven,250001
2018-01-31,Spouse,AAPL,Sale (Partial),William Cassidy,1001
2018-01-31,Spouse,IHE,Sale (Full),William Cassidy,1001
2018-01-08,Spouse,C,Purchase,Sheldon Whitehouse,1001
2018-01-08,Spouse,WMT,Purchase,Sheldon Whitehouse,1001
2018-01-08,Joint,BIIB,Sale (Full),Sheldon Whitehouse,1001
2018-01-17,Joint,V,Sale (Partial),Sheldon Whitehouse,1001
2018-01-17,Joint,COST,Sale (Full),Sheldon Whitehouse,15001
2018-01-31,Joint,GE,Sale (Full),Sheldon Whitehouse,15001
2018-01-17,Self,V,Sale (Partial),Sheldon Whitehouse,1001
2018-01-17,Self,USB,Sale (Full),Sheldon Whitehouse,1001
2018-01-04,Spouse,GWW,Sale (Full),Shelley M Capito,1001
2018-01-04,Spouse,GE,Sale (Partial),Shelley M Capito,1001
2018-01-04,Spouse,RDS-A,Sale (Partial),Shelley M Capito,1001
2018-01-04,Spouse,PG,Sale (Full),Shelley M Capito,1001
2018-01-04,Spouse,NSC,Sale (Full),Shelley M Capito,1001
2018-01-04,Spouse,MSFT,Sale (Partial),Shelley M Capito,1001
2018-01-04,Spouse,MRK,Sale (Full),Shelley M Capito,1001
2018-01-04,Spouse,IBM,Sale (Partial),Shelley M Capito,1001
2018-01-04,Spouse,INTC,Sale (Full),Shelley M Capito,15001
2018-01-04,Spouse,XOM,Sale (Partial),Shelley M Capito,1001
2018-01-04,Spouse,KO,Sale (Partial),Shelley M Capito,1001
2018-01-04,Spouse,C,Sale (Full),Shelley M Capito,15001
2018-01-04,Spouse,CSCO,Sale (Partial),Shelley M Capito,1001
2018-01-04,Spouse,BMY,Sale (Partial),Shelley M Capito,1001
2018-01-26,Spouse,SLB,Purchase,Shelley M Capito,1001
2018-01-26,Spouse,RYAAY,Purchase,Shelley M Capito,1001
2018-01-26,Spouse,INTC,Purchase,Shelley M Capito,1001
2018-01-26,Spouse,HXL,Sale (Full),Shelley M Capito,1001
2018-01-26,Spouse,FANUY,Sale (Partial),Shelley M Capito,1001
2018-01-26,Spouse,DWDP,Sale (Full),Shelley M Capito,1001
2018-01-31,Spouse,TSCO,Sale (Full),Susan M Collins,15001
2018-01-31,Spouse,RHT,Sale (Partial),Susan M Collins,15001
